step,vehicle_id,lane_index,position,speed
0,0,0,69.64720911044621,26.8350283013406
0,1,0,190.3466180242878,25.686748339140333
0,2,0,128.56857106503233,26.723923387776004
0,3,2,215.0053959473883,26.992867098327622
0,4,4,103.58377935372862,25.884019992989025
0,0,2,219.34787666959372,25.092730222934836
0,1,0,195.4620982439115,25.43155539684327
0,2,0,75.51649815998546,26.33128594056425
0,3,0,163.80523006382157,25.681475040436876
0,4,4,109.40928421965356,26.128032901646943
1,0,0,69.64720911044621,26.8350283013406
1,1,0,190.3466180242878,25.686748339140333
1,2,0,128.56857106503233,26.723923387776004
1,3,2,215.0053959473883,26.992867098327622
1,4,4,103.58377935372862,25.884019992989025
1,0,2,224.36443836373104,25.065127399372614
1,1,0,200.53917439297732,25.30309514840021
1,2,0,80.75426692467883,25.9350046660753
1,3,0,168.9269420669284,25.47862170192549
1,4,4,114.61075182430983,25.792253560553135
2,0,0,69.64720911044621,26.8350283013406
2,1,0,190.3466180242878,25.686748339140333
2,2,0,128.56857106503233,26.723923387776004
2,3,2,215.0053959473883,26.992867098327622
2,4,4,103.58377935372862,25.884019992989025
2,0,2,229.3760701708618,25.045741054154703
2,1,0,205.59330743594265,25.2128734101247
2,2,0,85.92125952759105,25.65668366122161
2,3,0,174.0124242968196,25.336151318773457
2,4,4,119.75224896228517,25.556424997260912
3,0,0,69.64720911044621,26.8350283013406
3,1,0,190.3466180242878,25.686748339140333
3,2,0,128.56857106503233,26.723923387776004
3,3,2,215.0053959473883,26.992867098327622
3,4,4,103.58377935372862,25.884019992989025
3,0,2,234.3842395607808,25.032125404289722
3,1,0,210.6313268021954,25.149507799703496
3,2,0,91.0385437699656,25.461209923930678
3,3,0,179.0724611990203,25.23608981510564
3,4,4,124.85162692475892,25.390795059804645
4,0,0,69.64720911044621,26.8350283013406
4,1,0,190.3466180242878,25.686748339140333
4,2,0,128.56857106503233,26.723923387776004
4,3,2,215.0053959473883,26.992867098327622
4,4,4,103.58377935372862,25.884019992989025
4,0,2,239.3899771844276,25.02256269821171
4,1,0,215.65802901827414,25.105004106238944
4,2,0,96.12091624197626,25.32392247057957
4,3,0,184.1146270343108,25.165813422954855
4,4,4,129.92142324408206,25.274467860932756
5,0,0,69.64720911044621,26.8350283013406
5,1,0,190.3466180242878,25.686748339140333
5,2,0,128.56857106503233,26.723923387776004
5,3,2,215.0053959473883,26.992867098327622
5,4,4,103.58377935372862,25.884019992989025
5,0,2,244.39400690089832,25.015846504093822
5,1,0,220.67678283807155,25.073747739909933
5,2,0,101.17876906182462,25.227501104165626
5,3,0,189.14424144812247,25.116456066602037
5,4,4,134.97044342994414,25.192767551162646
6,0,0,69.64720911044621,26.8350283013406
6,1,0,190.3466180242878,25.686748339140333
6,2,0,128.56857106503233,26.723923387776004
6,3,2,215.0053959473883,26.992867098327622
6,4,4,103.58377935372862,25.884019992989025
6,0,2,249.39683709957185,25.01112950630458
6,1,0,225.6899542451172,25.05179539483386
6,2,0,106.21940094627232,25.159781296752815
6,3,0,194.1650405974662,25.081790817695808
6,4,4,140.0048718732382,25.1353868123392
7,0,0,69.64720911044621,26.8350283013406
7,1,0,190.3466180242878,25.686748339140333
7,2,0,128.56857106503233,26.723923387776004
7,3,2,215.0053959473883,26.992867098327622
7,4,4,103.58377935372862,25.884019992989025
7,0,2,254.3988248385579,25.00781660799444
7,1,0,230.6992049452645,25.03637756125506
7,2,0,111.24793801737961,25.112219511573997
7,3,0,199.1796485048242,25.057444305432444
7,4,4,145.02905206935142,25.095086485483776
8,0,0,69.64720911044621,26.8350283013406
8,1,0,190.3466180242878,25.686748339140333
8,2,0,128.56857106503233,26.723923387776004
8,3,2,215.0053959473883,26.992867098327622
8,4,4,103.58377935372862,25.884019992989025
8,0,2,259.4002208911792,25.005489853625722
8,1,0,235.70570200764502,25.025549123954168
8,2,0,116.26798051450847,25.078815349692572
8,3,0,204.18990810505372,25.04034497171661
8,4,4,150.0460345939193,25.066782277870637
9,0,0,69.64720911044621,26.8350283013406
9,1,0,190.3466180242878,25.686748339140333
9,2,0,128.56857106503233,26.723923387776004
9,3,2,215.0053959473883,26.992867098327622
9,4,4,103.58377935372862,25.884019992989025
9,0,2,264.40120138355513,25.003855699665806
9,1,0,240.7102651022113,25.01794396634367
