step,vehicle_id,lane_index,position,virtual_position,speed,target_speed,priority
56,8,2,386.2331854127755,386.2331854127755,25.00000000483358,25.00000000483358,8.338279372170478
56,11,2,360.66706940537114,360.66706940537114,25.000000001098265,25.500000001098265,8.593809104881338
57,4,1,415.79074838130447,415.79074838130447,25.0000000004247,30.43840619436211,8.642157161753953
57,5,1,350.66881751339196,350.66881751339196,20.421470357545523,20.421470357545523,7.004466816379191
57,6,1,393.50970968924577,393.50970968924577,22.659622826784894,19.49999811757131,7.6950101596830836
57,7,1,326.8362326093513,326.8362326093513,25.000000002244935,25.500000002244935,9.53234188275817
57,8,2,391.23318541363886,391.23318541363886,25.000000003394778,32.78305800664353,8.287695829321851
57,11,2,365.6670694055673,365.6670694055673,25.000000000771347,25.500000000771347,8.543673217849962
58,5,1,354.7440924661388,354.7440924661388,20.296012102967502,20.296012102967502,6.901494987975975
58,6,1,397.7707287455522,397.7707287455522,18.89125773294083,16.49265207942739,5.7682678171739195
58,7,1,331.8362326097523,331.8362326097523,25.00000000157669,25.50000000157669,9.482284347346509
58,8,2,396.23318541424516,396.23318541424516,25.000000002384258,32.78305800610156,8.23790584100947
58,9,2,321.60002143196664,321.60002143196664,25.000000002223807,25.500000002223807,8.984782678255174
58,11,2,370.66706940570504,370.66706940570504,25.000000000541743,25.000000000541743,8.494026472688166
59,5,1,358.79696047136014,358.79696047136014,20.207898760931908,20.207898760931908,6.816191569168065
59,6,1,401.35871469456305,401.35871469456305,16.244614484589444,13.54099066443467,4.408946039268308
59,7,1,336.8362326100339,336.8362326100339,25.00000000110736,25.50000000110736,9.432163722700267
59,8,2,401.1261895298973,401.1261895298973,23.511659809630643,31.687721928903365,7.445158437967658
59,9,2,326.6000166218823,326.6000166218823,25.000000001561848,25.500000001561848,8.934402312680225
59,11,2,375.6670694058018,375.6670694058018,25.000000000380485,25.000000000380485,8.44398553230561
60,5,1,362.8340913611727,362.8340913611727,20.14601394457769,20.14601394457769,6.745630869405078
60,6,1,404.47400798111113,404.47400798111113,14.385792340342654,24.473523925940736,3.4488911073501027
60,7,1,341.83623261023166,341.83623261023166,25.00000000077773,25.50000000077773,9.382386678552914
60,8,2,405.6463789773787,405.6463789773787,20.978010730495047,14.586530711583102,6.132848420986516
60,9,2,331.6000164807152,331.6000164807152,25.000000001096936,25.500000001096936,8.884784119113865
60,11,2,380.6670694058697,380.6670694058697,25.000000000267228,25.000000000267228,8.394186487223793
61,5,1,366.86016957185035,366.86016957185035,20.10255026011492,20.10255026011492,6.683502005401169
61,6,1,407.3643099875756,407.3643099875756,14.568622329568504,23.54665592158336,3.511044215619917
61,7,1,346.83623261037053,346.83623261037053,25.000000000546223,25.500000000546223,9.332200004531463
61,8,2,409.60706072924484,409.60706072924484,17.710207810718057,12.889107537207805,4.459534517823297
61,9,2,336.60001647675244,336.60001647675244,25.000000000770413,25.500000000770413,8.834120325713755
61,11,2,385.6670694059174,385.6670694059174,25.000000000187683,25.000000000187683,8.343632071745702
62,5,1,370.87848513271035,370.87848513271035,20.072024325348202,20.072024325348202,6.628050983387689
62,6,1,410.3942614653668,410.3942614653668,16.18536986658309,23.3003508211293,4.289678652574336
62,7,1,351.8362326104681,351.8362326104681,25.00000000038363,25.50000000038363,9.281852204554083
62,8,2,412.9841101900891,412.9841101900891,15.415125375977563,11.941123085520365,3.278239490996207
62,9,2,341.6000164767678,341.6000164767678,25.000000000541085,25.500000000541085,8.784760269650308
62,11,2,390.5600735211773,390.5600735211773,23.51165980808792,27.320563357499474,7.550916503878426
