step,vehicle_id,lane_index,position,speed,target_speed,priority
60,8,2,405.860370746926,23.95469111458284,23.91038798394689,9.96044498786568
60,9,2,331.6000164807152,25.000000001096936,25.00000000104627,11.968783954306712
60,11,2,380.5600735210961,23.51165980822333,23.704796958116003,10.24548561483862
61,5,1,374.921699727536,25.000000000638767,24.8954691119475,11.702394576830876
61,6,1,404.99848750021,23.51165980851131,23.482547554967727,10.356236304962877
61,7,1,346.83623261037053,25.000000000546223,25.00000000056864,12.263837678427757
61,8,2,410.5666818348803,22.777505967992337,22.850921352044235,9.27792056705528
61,9,2,336.60001647675244,25.000000000770413,25.00000000073483,11.86812016094623
61,11,2,385.2942547378735,23.95469111359444,24.01491887179056,10.371763227750785
62,5,1,379.81470384287644,23.51165980840473,23.735912462712097,10.860359499385527
62,6,1,409.51867694749143,20.978010729708902,21.255232301980076,8.999568159841083
62,7,1,351.8362326104681,25.00000000038363,25.000000000399375,12.163489878449402
62,8,2,414.9557508020032,20.462391022787486,20.513952993479627,8.032598400261994
62,9,2,341.6000164767678,25.000000000541085,24.851165981311706,11.76876010488263
62,11,2,390.10756171042493,24.265846159342047,23.861643981285,10.431459180508762
