step,vehicle_id,lane_index,position,speed
0,0,0,16.095638735455868,25.325093250091562
0,1,0,166.62591813471633,26.196900178788116
0,2,0,134.2160004835755,26.038938594507478
0,3,0,195.47506622298968,26.040103449838373
0,4,1,195.17358258691976,25.22351425440833
0,5,1,44.843499672071744,25.472485631442336
0,6,1,16.0609987780661,25.032345063440705
0,7,1,74.03414572538811,26.229943322039077
0,8,2,108.94114924225508,25.75995985052222
0,9,2,160.65220609446962,25.872716418082813
0,10,2,10.6748681734774,25.876358200692994
0,11,2,201.53138030432822,25.475858088072517
1,0,0,21.153700657488685,25.228323380036873
1,1,0,171.8396854917509,25.84062125039714
1,2,0,139.40155577164802,25.729679781053264
1,3,0,200.66082955518303,25.730497896182783
1,4,1,200.21350241671945,25.1569812047422
1,5,1,49.927885994724406,25.33184176035456
1,6,1,21.06677563301806,25.022716971854102
1,7,1,79.25381461500334,25.863828506013725
1,8,2,114.0768786970397,25.53374409254784
1,9,2,165.80807396502433,25.612936633824965
1,10,2,15.83138646940364,25.615494374149264
1,11,2,206.61636895051075,25.334210344435018
2,0,0,26.194479401083743,25.160358807378433
2,1,0,176.98982113894118,25.59039517174669
2,2,0,144.53187718110365,25.51247743196059
2,3,0,205.79129708067413,25.513052020364313
2,4,1,205.24153938908904,25.11025291745954
2,5,1,54.987153206244514,25.233063074487703
2,6,1,26.0708329028883,25.015954855403706
2,7,1,84.40809509714735,25.606694369107032
2,8,2,119.17220583126431,25.374865535506853
2,9,2,170.91754495230006,25.430484988365407
2,10,2,20.94131427120643,25.432281371144615
2,11,2,211.6760591930971,25.234726606791124
3,0,0,31.22311961606409,25.112625115744525
3,1,0,182.0952662025371,25.414653399086838
3,2,0,149.62340607224394,25.359929280060115
3,3,0,210.8829285937762,25.360332831860806
3,4,1,210.26123065089047,25.077434147790516
3,5,1,60.02877846316949,25.163687646279428
3,6,1,31.073682453194966,25.01120560489259
3,7,1,89.51645121080679,25.426100846341292
3,8,2,124.23915712443713,25.26328004688547
3,9,2,175.99442992553077,25.30234336631425
3,10,2,26.01852007987999,25.303605023355342
3,11,2,216.71798155826062,25.164855998185264
4,0,0,36.24323455443163,25.07910021846529
4,1,0,187.16932364089251,25.291224335161125
4,2,0,154.68768973790077,25.25278983729874
4,3,0,215.94728433411677,25.25307326462652
4,4,1,215.27506045341767,25.054384476911856
4,5,1,65.05801321151733,25.11496306569968
4,6,1,36.0756837834515,25.00787005446503
4,7,1,94.59255317266363,25.299264243246558
4,8,2,129.28617915750226,25.1849099917769
4,9,2,181.04842869959677,25.21234540953758
4,10,2,31.072744186931935,25.213231511602103
4,11,2,221.7473763403544,25.115783636585533
5,0,0,41.25736191855258,25.05555461159702
5,1,0,192.22133654684308,25.20453615857681
