step,vehicle_id,action,lane,pos,speed,reward
6,11,LANE_LEFT,2,115.90234367594465,25.036318552630934,-0.9053183107703848
7,0,IDLE,0,200.91858279967983,25.103037544705085,-0.24484812276474577
7,1,IDLE,0,141.90983994680633,25.110961348755993,-0.24445193256220032
7,2,IDLE,0,51.588198540503114,25.03769344671813,-0.2481153276640935
7,3,IDLE,0,82.34074860778503,25.100190429835305,-0.24499047850823474
7,4,IDLE,1,170.78232176203977,25.0140443658655,-0.2492977817067249
7,5,IDLE,1,109.86961074545769,25.086814970768987,-0.24565925146155065
7,6,IDLE,1,140.060208528858,25.07545809409766,-0.2462270952951171
7,7,IDLE,1,81.79168995662145,25.07423775679484,-0.5230039570116362
7,8,IDLE,2,146.4229127381625,25.112261859167738,-0.24438690704161314
7,9,LANE_LEFT,2,71.79428112927827,25.104707046001906,-0.2447646476999047
7,10,LANE_LEFT,2,45.76084741460462,25.060127287302254,-0.8238654816480764
7,11,LANE_LEFT,2,120.90883019933635,25.025507680311435,-0.9006710662384977
8,0,IDLE,0,205.93698538996873,25.072366560890266,-0.24638167195548666
8,1,IDLE,0,146.92965773502036,25.077931701732606,-0.24610341491336973
8,2,IDLE,0,56.594930621110386,25.02647331237268,-0.24867633438136605
8,3,IDLE,0,87.35864270101487,25.0703669411189,-0.2464816529440551
8,4,IDLE,1,175.7848300973425,25.009863807027624,-0.24950680964861882
8,5,IDLE,1,114.88511597068968,25.060972928715664,-0.24695135356421682
8,6,IDLE,1,145.07368540656924,25.05299663124554,-0.24735016843772295
8,7,IDLE,1,86.80494888108605,25.052139549353853,-0.5202620713522592
8,8,IDLE,2,151.44296279860643,25.078845091761156,-0.24605774541194214
8,9,LANE_LEFT,2,76.81298189387284,25.073539105010937,-0.2463230447494531
8,10,LANE_LEFT,2,50.77158619760428,25.042229315636153,-0.8206793948943136
8,11,LANE_LEFT,2,125.91338589203394,25.01791485914877,-0.8974084997748106
9,0,IDLE,0,210.94991011730468,25.050825348663672,-0.2474587325668164
9,1,IDLE,0,151.94357640109112,25.054733924948003,-0.24726330375259986
9,2,IDLE,0,61.59965877648887,25.018593053408523,-0.2490703473295739
9,3,IDLE,0,92.37121029461387,25.04942095178721,-0.24752895241063955
9,4,IDLE,1,180.786591781396,25.00692766693847,-0.2496536166530765
9,5,IDLE,1,119.89600578594178,25.042823236628834,-0.24785883816855825
9,6,IDLE,1,150.08315064852832,25.037221227980407,-0.24813893860097969
9,7,IDLE,1,91.81426104751387,25.036619271974175,-0.5183345124971037
9,8,IDLE,2,156.45704459688804,25.055375427958452,-0.24723122860207736
9,9,LANE_LEFT,2,81.8261160385538,25.051648863875993,-0.24741755680620037
9,10,LANE_LEFT,2,55.77912838813353,25.029658998087392,-0.8184407065911375
9,11,LANE_LEFT,2,130.91658550062266,25.01258217816759,-0.8951177557372553
10,0,IDLE,0,215.95898756640756,25.035696266825514,-0.24821518665872433
10,1,IDLE,0,156.95335192513534,25.038441384874318,-0.24807793075628415
10,2,IDLE,0,66.60297951113056,25.01305849567238,-0.2493470752163811
10,3,IDLE,0,97.38003691727874,25.034709914012417,-0.24826450429937919
10,4,IDLE,1,185.78782906841298,25.004865521910144,-0.24975672390449277
10,5,IDLE,1,124.90365405124916,25.030076127783214,-0.2484961936108393
10,6,IDLE,1,155.08979839048035,25.02614165806031,-0.2486929170969845
10,7,IDLE,1,96.82080127962777,25.025718885117666,-0.5169798150739464
10,8,IDLE,2,161.4669346938979,25.038891932942015,-0.24805540335289922
10,9,LANE_LEFT,2,86.83534056815141,25.03627464787998,-0.24818626760600093
10,10,LANE_LEFT,2,60.78442550960264,25.02083046230555,-0.8168679114066558
10,11,LANE_LEFT,2,135.9188326879991,25.008836865873533,-0.8935092184369541
11,0,IDLE,0,220.96536294904223,25.025070629101048,-0.24874646854494764
11,1,IDLE,0,161.96021758811293,25.026998613245063,-0.24865006933774692
11,2,IDLE,0,71.60531176920537,25.009171398881012,-0.24954143005594942
11,3,IDLE,0,102.3862361364892,25.024377881995004,-0.24878110590024982
11,4,IDLE,1,190.7886980546307,25.00341721154732,-0.24982913942263407
11,5,IDLE,1,129.90902567242526,25.021123425823053,-0.24894382870884735
11,6,IDLE,1,160.0944673121257,25.018360121984745,-0.2490819939007627
11,7,IDLE,1,101.8253946936776,25.018063195034628,-0.5160279178803764
11,8,IDLE,2,166.47388082513118,25.02731504755324,-0.248634247622338
11,9,LANE_LEFT,2,91.84181925011843,25.02547684460158,-0.2487261577699209
11,10,LANE_LEFT,2,65.78814584731482,25.01462989945191,-0.8157630437418503
11,11,LANE_LEFT,2,140.92041095951726,25.006206413343275,-0.8923796516656127
12,0,IDLE,0,225.96984058403393,25.017607904114865,-0.24911960479425677
12,1,IDLE,0,166.96503956265957,25.018961989000648,-0.24905190054996762
12,2,IDLE,0,76.606949788594,25.006441366566637,-0.24967793167166819
12,3,IDLE,0,107.39059004627761,25.01712136568099,-0.2491439317159505
12,4,IDLE,1,195.78930837142556,25.0024000168892,-0.24987999915553993
12,5,IDLE,1,134.91279833366278,25.01483565709383,-0.2492582171453085
12,6,IDLE,1,165.09774644502338,25.012894900488604,-0.24935525497556976
12,7,IDLE,1,106.82862079517761,25.012686359201275,-0.5153591479945778
12,8,IDLE,2,171.47875931510572,25.019184230929024,-0.24904078845354882
12,9,LANE_LEFT,2,96.84636943553288,25.01789320224418,-0.24910533988779093
12,10,LANE_LEFT,2,70.790758759398,25.01027504597994,-0.8149869397545123
12,11,LANE_LEFT,2,145.9215194300485,25.00435896245783,-0.8915863998809962
13,0,IDLE,0,230.97298537020092,25.012366593836504,-0.24938167030817482
13,1,IDLE,0,171.96842618950166,25.013317610930496,-0.24933411945347517
13,2,IDLE,0,81.60810022196432,25.004523977616074,-0.24977380111919634
13,3,IDLE,0,112.39364793627989,25.01202488234385,-0.24939875588280747
13,4,IDLE,1,200.7897370164173,25.001685608569645,-0.2499157195715178
13,5,IDLE,1,139.91544799423016,25.010419556148204,-0.24947902219258977
13,6,IDLE,1,170.10004948486375,25.00905650075468,-0.24954717496226597
13,7,IDLE,1,111.83088658937241,25.00891003554328,-0.5148893399424463
13,8,IDLE,2,176.48218563453915,25.01347369854,-0.24932631507299996
13,9,LANE_LEFT,2,101.84956517618059,25.012566967831305,-0.24937165160843477
13,10,LANE_LEFT,2,75.79259389106686,25.00721649319853,-0.8144417978421732
13,11,LANE_LEFT,2,150.92229794433112,25.00306143865351,-0.8910293127798204
14,0,IDLE,0,235.97519405403838,25.008685454107393,-0.24956572729463034
14,1,IDLE,0,176.97080472577485,25.009353383808524,-0.24953233080957382
14,2,IDLE,0,86.60890820808999,25.003177334073293,-0.2498411332963354
14,3,IDLE,0,117.39579559016353,25.00844545920446,-0.249577727039777
14,4,IDLE,1,205.79003806749515,25.001183856773192,-0.24994080716134037
14,5,IDLE,1,144.917308935534,25.00731798730848,-0.24963410063457603
14,6,IDLE,1,175.10166698335243,25.006360669940186,-0.24968196650299068
14,7,IDLE,1,116.83247792905381,25.00625780274096,-0.5145593246587623
14,8,IDLE,2,181.48459204818786,25.009463009125486,-0.24952684954372573
14,9,LANE_LEFT,2,106.85180964697844,25.008826183168214,-0.24955869084158933
14,10,LANE_LEFT,2,80.79388276269162,25.00506837382393,-0.8140588980043713
14,11,LANE_LEFT,2,155.92284471979434,25.002150146214813,-0.8906380719250746
15,0,IDLE,0,240.97674528329048,25.00610007202056,-0.24969499639897208
15,1,IDLE,0,181.97247524782134,25.006569180397758,-0.24967154098011213
15,2,IDLE,0,91.60947568257058,25.002231543272327,-0.24988842283638368
15,3,IDLE,0,122.39730395612843,25.005931515929607,-0.24970342420351965
15,4,IDLE,1,210.79024950528918,25.00083146044976,-0.24995842697751203
15,5,IDLE,1,149.91861593409035,25.005139656381264,-0.24974301718093683
15,6,IDLE,1,180.10280300423884,25.004467301796126,-0.24977663491019375
15,7,IDLE,1,121.83359557777379,25.00439505487431,-0.5143275176987347
15,8,IDLE,2,186.48628214940615,25.00664617376166,-0.24966769131191702
15,9,LANE_LEFT,2,111.85338601055663,25.006198910537893,-0.24969005447310533
15,10,LANE_LEFT,2,85.79478797842809,25.00355968092984,-0.8137899607790494
15,11,LANE_LEFT,2,160.92322873767796,25.00151011640876,-0.8903633004474873
16,0,IDLE,0,245.977834761174,25.004284275548045,-0.24978578622259773
16,1,IDLE,0,186.9736485088471,25.004613745354803,-0.24976931273225988
16,2,IDLE,0,96.60987423803567,25.00156728416383,-0.24992163579180848
16,3,IDLE,0,127.39836332975537,25.00416589321805,-0.24979170533909745
16,4,IDLE,1,215.79039800480984,25.000583961248665,-0.2499708019375667
16,5,IDLE,1,154.9195338809502,25.003609744948157,-0.24981951275259218
16,6,IDLE,1,185.10360086801643,25.00313752883349,-0.2498431235583254
16,7,IDLE,1,126.83438053819168,25.003086787511176,-0.5141646991000337
16,8,IDLE,2,191.4874691615101,25.0046678202551,-0.249766608987245
16,9,LANE_LEFT,2,116.85449314108068,25.004353692997807,-0.24978231535010964
16,10,LANE_LEFT,2,90.79542374037194,25.002500077690094,-0.8136010704504119
16,11,LANE_LEFT,2,165.92349844571146,25.001060603019596,-0.8901703243317917
17,0,IDLE,0,250.97859993631303,25.003008983649654,-0.24984955081751736
17,1,IDLE,0,191.97447252756479,25.00324038082532,-0.24983798095873389
17,2,IDLE,0,101.61015415627728,25.001100753761154,-0.2499449623119423
17,3,IDLE,0,132.39910736171282,25.002925839955612,-0.2498537080022194
17,4,IDLE,1,220.79050230076948,25.000410134649268,-0.24997949326753655
17,5,IDLE,1,159.92017858436895,25.00253523925028,-0.24987323803748596
17,6,IDLE,1,190.10416123324842,25.002203586780176,-0.2498898206609912
17,7,IDLE,1,131.83493184098174,25.00216794952774,-0.5140503399012015
17,8,IDLE,2,196.48830283804946,25.00327835935612,-0.24983608203219398
17,9,LANE_LEFT,2,121.85527071423337,25.003057737743315,-0.24984711311283425
17,10,LANE_LEFT,2,95.79587025630508,25.001755884468214,-0.8134684032230636
17,11,LANE_LEFT,2,170.92368787028366,25.000744895399222,-0.8900347933437653
18,0,IDLE,0,255.9791373432694,25.002113305389056,-0.24989433473054723
18,1,IDLE,0,196.97505126224718,25.00227582302135,-0.24988620884893253
18,2,IDLE,0,106.61035075180499,25.0007730945483,-0.24996134527258496
18,3,IDLE,0,137.39962991913697,25.002054910915327,-0.24989725445423372
18,4,IDLE,1,225.79057555115537,25.000288050672737,-0.24998559746636317
18,5,IDLE,1,164.92063138018568,25.001780579555756,-0.24991097102221216
18,6,IDLE,1,195.10455479566102,25.00154764942586,-0.24992261752870704
18,7,IDLE,1,136.83531903855175,25.001522620244447,-0.5139700185777053
18,8,IDLE,2,201.4888883557287,25.002302496557387,-0.24988487517213065
18,9,LANE_LEFT,2,126.85581682871097,25.002147546947292,-0.24989262265263545
18,10,LANE_LEFT,2,100.79618385871628,25.00123321378289,-0.8133752250563812
18,11,LANE_LEFT,2,175.92382090921504,25.000523163846918,-0.8899396067364079
19,0,IDLE,0,260.9795147813512,25.001484241919336,-0.2499257879040332
19,1,IDLE,0,201.9754577261119,25.001598383246815,-0.24992008083765926
19,2,IDLE,0,111.6104888271276,25.000542969010603,-0.2499728515494699
19,3,IDLE,0,142.39999692791773,25.001443229614058,-0.24992783851929712
19,4,IDLE,1,230.7906269972426,25.00020230719402,-0.24998988464029903
19,5,IDLE,1,169.92094939315984,25.001250557932163,-0.2499374721033918
19,6,IDLE,1,200.10483120712223,25.00108696365712,-0.249945651817144
19,7,IDLE,1,141.8355909797806,25.001069384863044,-0.5139136047649544
19,8,IDLE,2,206.4892995835089,25.001617116923708,-0.24991914415381467
19,9,LANE_LEFT,2,131.85620038236328,25.0015082908601,-0.24992458545699492
19,10,LANE_LEFT,2,105.79640411171289,25.000866125455197,-0.8133097821970781
19,11,LANE_LEFT,2,180.92391434670867,25.000367434690837,-0.889872754700717
20,0,IDLE,0,265.97977986817966,25.001042430538682,-0.24994787847306588
20,1,IDLE,0,206.9757431986753,25.00112259564111,-0.2499438702179445
20,2,IDLE,0,116.61058580183979,25.000381344490297,-0.24998093277548517
20,3,IDLE,0,147.40025468991465,25.001013626285868,-0.24994931868570658
20,4,IDLE,1,235.79066312947398,25.000142086808424,-0.24999289565957883
20,5,IDLE,1,174.9211727438358,25.00087830680558,-0.24995608465972108
20,6,IDLE,1,205.10502533972604,25.000763409317482,-0.24996182953412593
20,7,IDLE,1,146.83578197279726,25.000751063168558,-0.5138739827617553
20,8,IDLE,2,211.48958840192245,25.001135752901153,-0.24994321235494232
20,9,LANE_LEFT,2,136.85646976435225,25.001059320878426,-0.24994703395607876
20,10,LANE_LEFT,2,110.79655880243205,25.000608307589932,-0.8132638191637115
20,11,LANE_LEFT,2,185.92397997084686,25.000258061127173,-0.8898258026560543
21,0,IDLE,0,270.9799660471318,25.00073213228505,-0.24996339338574747
21,1,IDLE,0,211.97594369518075,25.000788434798693,-0.24996057826006535
21,2,IDLE,0,121.61065391027962,25.000267830423912,-0.24998660847880438
21,3,IDLE,0,152.40043572440354,25.00071190213767,-0.24996440489311644
21,4,IDLE,1,240.7906885062949,25.000099792106877,-0.24999501039465621
21,5,IDLE,1,179.92132961015415,25.00061686294164,-0.24996915685291798
21,6,IDLE,1,210.10516168525845,25.000536166763442,-0.24997319166182785
21,7,IDLE,1,151.83591611329732,25.000527495668454,-0.5138461545780508
21,8,IDLE,2,216.48979124832536,25.000797675562946,-0.24996011622185266
21,9,LANE_LEFT,2,141.85665895993301,25.000743994910497,-0.24996280025447515
21,10,LANE_LEFT,2,115.79666744666828,25.000427233862887,-0.8132315376483439
21,11,LANE_LEFT,2,190.92402606077658,25.000181244577657,-0.8897928268709155
22,0,IDLE,0,275.98009680656054,25.000514199903908,-0.24997429000480464
22,1,IDLE,0,216.97608451028472,25.000553742958754,-0.24997231285206234
22,2,IDLE,0,126.61070174501377,25.000188105866997,-0.2499905947066502
22,3,IDLE,0,157.40056287071127,25.00049999162481,-0.24997500041875953
22,4,IDLE,1,245.79070632924734,25.000070087186174,-0.24999649564069126
22,5,IDLE,1,184.92143978238323,25.000433242559833,-0.2499783378720084
22,6,IDLE,1,215.1052574450837,25.000376567054712,-0.2499811716472644
22,7,IDLE,1,156.83601032445785,25.000370477067555,-0.5138266097655453
22,8,IDLE,2,221.48989437494072,25.000560233042837,-0.24997198834785817
22,9,LANE_LEFT,2,146.85679183803637,25.000522531404904,-0.24997387342975474
22,10,LANE_LEFT,2,120.79674375098782,25.000300059996977,-0.8132088652057372
22,11,LANE_LEFT,2,195.92405843120733,25.000127293859755,-0.8897758219021915
23,0,IDLE,0,280.9801886430866,25.000361139027163,-0.24998194304864185
23,1,IDLE,0,221.9761834092329,25.000388911378437,-0.24998055443107814
23,2,IDLE,0,131.61073534087646,25.000132112762554,-0.2499933943618723
23,3,IDLE,0,162.40065216962697,25.00035116009863,-0.24998244199506847
23,4,IDLE,1,250.79071884687647,25.00004922447095,-0.2499975387764526
23,5,IDLE,1,189.921517159861,25.00030428009689,-0.2499847859951554
23,6,IDLE,1,220.1053247002696,25.000264475078204,-0.24998677624608978
23,7,IDLE,1,161.83607649196702,25.00026019788558,-0.5138128827254864
23,8,IDLE,2,226.4894695909715,25.000393469571925,-0.24998032652140378
23,9,LANE_LEFT,2,151.85688516257537,25.000366990506603,-0.24998165047466991
23,10,LANE_LEFT,2,125.79679734195024,25.00021074172627,-0.81319294157404
23,11,LANE_LEFT,2,200.92408116599543,25.000089402546223,-0.8898416727443275
24,0,IDLE,0,285.98025314281404,25.000253639481357,-0.2499873180259321
24,1,IDLE,0,226.97625286912518,25.000273144891302,-0.24998634275543485
24,2,IDLE,0,136.61075893632457,25.000092787015674,-0.24999536064921624
24,3,IDLE,0,167.40071488710961,25.000246630960905,-0.24998766845195475
24,4,IDLE,1,255.7907276384075,25.00003457191924,-0.24999827140403796
24,5,IDLE,1,194.92157150453676,25.00021370563732,-0.2499893147181339
24,6,IDLE,1,225.10537193573623,25.000185749300467,-0.24999071253497662
24,7,IDLE,1,166.83612296352354,25.000182745291383,-0.5138032417403665
24,8,IDLE,2,231.4874683463022,25.00027634625628,-0.2499861826871861
24,9,LANE_LEFT,2,156.85695070738188,25.00025774916239,-0.24998711254188044
24,10,LANE_LEFT,2,130.796834980596,25.000148010649998,-0.8131817578735948
24,11,LANE_LEFT,2,205.92409713336377,25.00006279026566,-0.890154373957244
25,0,IDLE,0,290.98029844303414,25.00017813911448,-0.2499910930442759
25,1,IDLE,0,231.97630165302758,25.000191838387305,-0.24999040808063477
25,2,IDLE,0,141.61077550816194,25.00006516728673,-0.24999674163566343
25,3,IDLE,0,172.4007589356022,25.000173216806562,-0.24999133915967187
25,4,IDLE,1,260.7907338129807,25.000024280963856,-0.24999878595180713
25,5,IDLE,1,199.92160967253946,25.000150092299464,-0.24999249538502677
25,6,IDLE,1,230.10540511071417,25.00013045767056,-0.2499934771164719
25,7,IDLE,1,171.83615560198297,25.00012834785897,-0.5137964705456131
25,8,IDLE,2,236.48282233658585,25.00019408680825,-0.24999029565958752
25,9,LANE_LEFT,2,161.8569967415944,25.000181025474816,-0.24999094872625915
25,10,LANE_LEFT,2,135.79686141541993,25.00010395261015,-0.8131739031910143
25,11,LANE_LEFT,2,210.92410834775688,25.00004409961045,-0.8908811183296493
26,0,IDLE,0,295.9803302588266,25.00012511279371,-0.2499937443603144
26,1,IDLE,0,236.97633591552145,25.000134734230862,-0.24999326328845695
26,2,IDLE,0,146.610787147093,25.000045769068322,-0.2499977115465839
26,3,IDLE,0,177.40078987226642,25.000121655699534,-0.2499939172150233
26,4,IDLE,1,265.7907381495808,25.000017053296975,-0.24999914733515127
26,5,IDLE,1,204.92163647914768,25.000105414619103,-0.24999472926904487
26,6,IDLE,1,235.10542841056153,25.00009162459167,-0.24999541877041653
26,7,IDLE,1,176.8361785250162,25.000090142803558,-0.5137917149078914
26,8,IDLE,2,241.47473334008538,25.000136313368756,-0.24999318433156215
26,9,LANE_LEFT,2,166.8570290728932,25.000127139976826,-0.24999364300115867
26,10,LANE_LEFT,2,140.79687998144166,25.0000730092406,-0.8131683865903124
26,11,LANE_LEFT,2,215.92411622398365,25.00003097256591,-0.892147055107356
27,0,IDLE,0,300.98035260407454,25.000087870713827,-0.24999560646430863
27,1,IDLE,0,241.97635997916595,25.000094628156653,-0.24999526859216736
27,2,IDLE,0,151.61079532148625,25.000032145079537,-0.2499983927460232
27,3,IDLE,0,182.4008116000745,25.000085442686093,-0.24999572786569535
27,4,IDLE,1,270.7907411953137,25.000011977075516,-0.2499994011462242
27,5,IDLE,1,209.92165530628543,25.000074036056212,-0.24999629819718938
27,6,IDLE,1,240.105444774789,25.000064350879196,-0.24999678245604018
27,7,IDLE,1,181.8361946245951,25.000063310172045,-0.5137883748659782
27,8,IDLE,2,246.46275260428027,25.000095737235668,-0.2499952131382166
27,9,LANE_LEFT,2,171.8570517801977,25.000089294469323,-0.24999553527653384
27,10,LANE_LEFT,2,145.7968930209521,25.000051276723166,-0.8131645121023185
27,11,LANE_LEFT,2,220.92409742481027,25.00002175302297,-0.8940191444602316
28,0,IDLE,0,305.98036829785633,25.00006171441081,-0.24999691427945958
28,1,IDLE,0,246.97637687983263,25.000066460378886,-0.24999667698105577
28,2,IDLE,0,156.61080106262392,25.00002257651677,-0.24999887117416153
28,3,IDLE,0,187.40082686020853,25.000060009129328,-0.2499969995435336
28,4,IDLE,1,275.7907433344292,25.00000841188294,-0.24999957940585293
28,5,IDLE,1,214.921668529186,25.00005199788859,-0.24999740010557048
28,6,IDLE,1,245.10545626790898,25.000045195679217,-0.24999774021603915
28,7,IDLE,1,186.83620593184392,25.000044464757323,-0.5137860290450598
28,8,IDLE,2,251.4468145981537,25.000067239320526,-0.24999663803397376
28,9,LANE_LEFT,2,176.85706772826342,25.0000627143598,-0.24999686428201007
28,10,LANE_LEFT,2,150.79690217901705,25.000036013281566,-0.8131617909240918
28,11,LANE_LEFT,2,225.9236832117228,25.000015277843293,-0.8964505904937757
29,0,IDLE,0,310.9803793201009,25.000043344003203,-0.2499978327998399
29,1,IDLE,0,251.97638874971102,25.00004667724827,-0.24999766613758645
29,2,IDLE,0,161.6108050948084,25.00001585620931,-0.2499992071895345
29,3,IDLE,0,192.40083757788844,25.000042146329516,-0.24999789268352424
29,4,IDLE,1,280.7907448367984,25.00000590793425,-0.24999970460328758
29,5,IDLE,1,219.92167781605173,25.000036519779094,-0.2499981740110453
29,6,IDLE,1,250.1054643398945,25.00003174237004,-0.24999841288149793
29,7,IDLE,1,191.83621387328617,25.000031229020234,-0.513784381498702
29,8,IDLE,2,256.427237107137,25.000047224323882,-0.24999763878380588
29,9,LANE_LEFT,2,181.85707892909969,25.00004404629934,-0.24999779768503294
29,10,LANE_LEFT,2,155.79690861101878,25.000025293278682,-0.8131598797529204
29,11,LANE_LEFT,2,230.92184924280497,25.00001073011765,-0.899231832387673
30,0,IDLE,0,315.9803870613755,25.000030441878792,-0.24999847790606045
30,1,IDLE,0,256.976397086306,25.000032782923338,-0.2499983608538331
30,2,IDLE,0,166.61080792674042,25.000011136322588,-0.24999944318387057
30,3,IDLE,0,197.40084510525756,25.00002960071428,-0.2499985199642859
30,4,IDLE,1,285.79074589196034,25.000004149331048,-0.24999979253344762
30,5,IDLE,1,224.92168433851432,25.000025649008087,-0.24999871754959568
30,6,IDLE,1,255.1054700091079,25.000022293681017,-0.24999888531594916
