step,vehicle_id,lane,pos_x,pos_y,speed,reward
27,3,"('a', 'b', 1)",181.01860932805832,3.5,25.00009503997513,-0.2499952480012435
27,4,"('b', 'c', 2)",245.65188994333303,12.485847844327589,25.000058212373567,-0.2499970893813217
27,5,"('b', 'c', 2)",296.06937694633604,7.889598783468262,25.000054290313955,-0.24999728548430222
27,6,"('a', 'b', 2)",145.08138327374058,13.5,25.000035325720663,-0.2499982337139668
27,7,"('c', 'd', 2)",335.06895121323555,7.000041010394931,27.53365889534498,-0.12626399301730648
28,0,"('a', 'b', 0)",155.0436680343509,0.0,25.000021700401103,-0.24999891497994486
28,1,"('b', 'c', 0)",304.906415067549,0.0,25.000042404157256,-0.24999787979213717
28,2,"('c', 'd', 1)",334.52617664307934,3.5,25.000010136746532,-0.24999949316267345
28,3,"('a', 'b', 1)",186.01862630227612,3.5,25.000066749612163,-0.2499966625193919
28,4,"('b', 'c', 2)",250.63657598900593,12.09492117043303,25.000040884410517,-0.24999795577947415
28,5,"('b', 'c', 2)",301.05940638669784,7.57429083939727,25.0000381298227,-0.24999809350886504
28,6,"('a', 'b', 2)",150.0813895829434,13.5,25.00002481038269,-0.24999875948086547
28,7,"('c', 'd', 2)",340.62846066183744,7.000001607509545,28.267809814014583,-0.09395589450272049
29,0,"('a', 'b', 0)",160.0436719100604,0.0,25.000015240885276,-0.2499992379557362
29,1,"('b', 'c', 0)",309.90642264096635,0.0,25.000029781794947,-0.2499985109102527
29,2,"('c', 'd', 1)",339.5261784535106,3.5,25.000007119361076,-0.2499996440319462
29,3,"('a', 'b', 1)",191.01863822381176,3.5,25.000046880386044,-0.24999765598069779
29,4,"('b', 'c', 2)",255.61754812419056,11.659177870831744,25.00002871442824,-0.24999856427858802
29,5,"('b', 'c', 2)",306.0531319559348,7.324450576991215,25.000026779793174,-0.2499986610103413
29,6,"('a', 'b', 2)",155.08139401409815,13.5,25.000017425124742,-0.24999912874376284
29,7,"('c', 'd', 2)",346.3190900689488,6.9999996442505,28.783427468827803,-0.07838071867703911
30,0,"('a', 'b', 0)",165.04367463209508,0.0,25.00001070416085,-0.24999946479195745
30,1,"('b', 'c', 0)",314.9064279600194,0.0,25.000020916706465,-0.4262774558138156
30,2,"('c', 'd', 0)",343.6130719222975,0.7903926962186789,25.00000500015483,-20.24999974999226
30,3,"('a', 'b', 1)",196.0186465966873,3.5,25.00003292559349,-0.24999835372032542
30,4,"('b', 'c', 2)",260.5954190099903,11.189293037015558,25.00002016706071,-0.24999899164696449
30,5,"('b', 'c', 2)",311.0499238030335,7.146381063475868,25.00001880830467,-0.24999905958476654
30,6,"('a', 'b', 2)",160.08139712623975,13.5,25.00001223822204,-0.249999388088898
30,7,"('c', 'd', 2)",352.10180921358716,6.999999917312445,29.145562227763836,-0.0825226215651491
31,0,"('a', 'b', 0)",170.04367654386704,0.0,25.000007517874288,-0.24999962410628562
31,1,"('b', 'c', 0)",319.9064316957604,0.0,25.000014690471478,-0.43293652706252495
31,2,"('c', 'd', 0)",348.56532061163784,0.1516408056881861,25.00000351176855,-0.24999982441157242
31,3,"('a', 'b', 1)",201.01865247722537,3.5,25.000023124696664,-0.2499988437651668
31,4,"('b', 'c', 2)",265.571096265164,10.696697240192096,25.000014163971308,-0.24999929180143465
31,5,"('b', 'c', 2)",316.04884618170456,7.04460557568074,25.00001320967351,-0.24999933951632447
31,6,"('a', 'b', 2)",165.08139931199628,13.5,25.00000859529449,-0.24999957023527553
31,7,"('c', 'd', 2)",357.9492059242248,6.999999992881079,29.39990104336774,-0.11509827277184177
32,0,"('a', 'b', 0)",175.04367788656558,0.0,25.000005280043396,-0.2499997359978302
32,1,"('c', 'd', 0)",324.9064343194907,0.0,25.000010317587652,-0.43320033787127454
32,2,"('c', 'd', 0)",353.56342972040596,0.026339400749259716,25.000002466427294,-0.24999987667863532
32,3,"('a', 'b', 1)",206.01865660731522,3.5,25.000016241213572,-0.2499991879393214
32,4,"('b', 'c', 2)",270.54569456299686,10.193313395336089,25.00000994780975,-0.24999950260951243
32,5,"('c', 'd', 2)",321.0487058047707,7.008686036874484,25.00000927757591,-0.2502232675370817
32,6,"('a', 'b', 2)",170.08140084712295,13.5,25.000006036750037,-0.24999969816249812
32,7,"('c', 'd', 2)",363.84202775666176,7.000000000282349,29.57853132263962,-0.19184585398967788
33,0,"('a', 'b', 0)",180.04367882958567,0.0,25.000003708343236,-0.24999981458283815
33,1,"('c', 'd', 0)",329.9064361622203,0.0,25.000007246371574,-0.4332082473375738
33,2,"('c', 'd', 0)",358.5633724774877,0.004519194713320648,25.00000173225072,-0.24999991338746397
33,3,"('a', 'b', 1)",211.01865950800934,3.5,25.000011406723388,-0.2499994296638306
33,4,"('b', 'c', 2)",275.5204298968907,9.691295606691757,25.000006986664737,-0.24999965066676322
33,5,"('c', 'd', 2)",326.0487011851958,7.001489433400694,25.000006515938086,-0.2505866351983986
33,6,"('a', 'b', 2)",175.08140192529146,13.5,25.000004239802493,-0.24999978800987532
33,7,"('c', 'd', 2)",369.76675310399736,7.000000000161419,29.703989077080227,-0.335553286290149
34,0,"('a', 'b', 0)",185.0436794918988,0.0,25.00000260448798,-0.24999986977560096
34,1,"('c', 'd', 0)",334.9064374564282,0.0,25.000005089358364,-0.43320838468796957
34,2,"('c', 'd', 0)",363.5633710878177,0.0007749122431404095,25.000001216615047,-0.24999993916924768
34,3,"('a', 'b', 1)",216.01866154525953,3.5,25.000008011306413,-0.2499995994346793
34,4,"('b', 'c', 2)",280.4965052661214,9.202769354432823,25.000004906957948,-0.24999975465210267
34,5,"('c', 'd', 2)",331.048702164389,7.000255390065184,25.000004576351575,-0.2514645675776763
34,6,"('a', 'b', 2)",180.08140268252367,13.5,25.0000029777488,-0.24999985111256007
34,7,"('c', 'd', 2)",375.7138853095335,7.00000000001906,29.792102067853328,-0.5731191265890238
35,0,"('a', 'b', 0)",190.0436799570625,0.0,25.00000182921515,-0.24999990853924248
35,1,"('c', 'd', 0)",339.90643836539175,0.0,25.00000357441904,-0.4332083215634001
35,2,"('c', 'd', 0)",368.56337125514904,0.00013287252632067362,25.000000854467633,-0.2499999572766184
35,3,"('b', 'c', 1)",221.01866297608544,3.5,25.000005626596547,-0.24999971867017268
35,4,"('b', 'c', 2)",285.4749974148625,8.739571398504594,25.0000034463134,-0.24999982768433004
35,5,"('c', 'd', 2)",336.0487029763028,7.000043791132295,25.000003214117978,-0.2534770462343149
35,6,"('a', 'b', 2)",185.08140321435206,13.5,25.000002091368156,-0.24999989543159218
35,7,"('c', 'd', 2)",381.6767545677427,7.000000000000036,29.85398663750467,-0.9282255759644101
36,0,"('a', 'b', 0)",195.04368028376183,0.0,25.000001284716266,-0.24999993576418666
36,1,"('c', 'd', 0)",344.9064390037859,0.0,25.000002510428736,-0.4332082725365671
36,2,"('c', 'd', 0)",373.5633714062888,2.2783352084366208e-05,25.00000060011993,-0.24999996999400353
36,3,"('b', 'c', 1)",226.0186639810002,3.5,25.00000395173859,-0.2499998024130704
36,4,"('b', 'c', 2)",290.4567542263526,8.3129880376966,25.00000242045605,-0.24999987897719755
36,5,"('c', 'd', 2)",341.0487035501874,7.0000075087634235,25.000002257377787,-0.2578516841798044
36,6,"('a', 'b', 2)",190.08140358787213,13.5,25.000001468834697,-0.2499999265582652
36,7,"('c', 'd', 2)",387.6506764610254,6.999999999999678,29.897450148700123,-1.4098160735746061
